id,item_id,name,topic,statute,statute_ids,summary,requirements,category,jurisdiction,is_applicable,origination_date,effective_date,last_updated,last_verified,next_review_date,filing_deadlines,reporting_frequency,agency_url,agency_name,agency_contact,agency_department,regulation_url,requirements_url,submission_guide_url,forms_url,submission_guidelines,regulation_text,applicable_forms,related_regulations,compliance_notes,verification_method,notification_schedule,sources,version_number,previous_version_id,version_date,change_summary,is_current,version_metadata,state_code,state_agency,actions,dro,notification_override,sections
4705,REG2011,Employee Polygraph Protection Act,Recruitment Hiring & Termination,29 U.S.C. §§ 2001-2009,1669,"The University may not:

 	Directly or indirectly require, request, suggest, or cause any employee or prospective employee to take or submit to any lie detector test;

 	Use, accept, refer to, or inquire concerning the results of any lie detector test of any employee or prospective employee; or

 	Discharge, discipline, discriminate against, deny employment or promotion, or threaten such action against any employee or prospective employee who a) refuses, declines, or fails to take or submit to any lie detector test, or b) on the basis of the results of any lie detector test; or 4) discharge, discipline, discriminate against, deny employment or promotion, or threaten such action against any employee or prospective employee a) who has filed a complaint or caused to be instituted any proceeding per this Act, b) has or will testify in any such proceeding, or c) exercises any right per the Act.

 	The University must post a notice of the Act, as prepared by the Secretary of Labor, in conspicuous places where notices to employees and applicants are customarily posted.","",Human Resources,federal,t,,,2014-01-26 00:00:00,,,,"",https://www.dol.gov,Department of Labor,"","","","","","","","",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4808,REG-1741277041570,Americans with Disabilities Act of 1990,Civil Rights,42 U.S. Code § 12101,"","The Americans with Disabilities Act (ADA) prohibits discrimination against individuals with disabilities in all areas of public life, including jobs, schools, transportation, and all public and private places that are open to the general public.","Educational institutions must provide reasonable accommodations to ensure that individuals with disabilities have equal access to programs, services, and activities. This includes making facilities accessible, providing auxiliary aids and services, and modifying policies and procedures.",Civil Rights,federal,t,,,2025-03-06 16:04:01.57,2025-03-06 16:04:01.57,2026-03-06 16:04:01.57,,"",https://www.ada.gov/,U.S. Department of Justice,"",Civil Rights Division,"","","","",,"",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4709,REG1923,Worker Adjustment and Retraining Notification Act (WARN),Recruitment Hiring & Termination,"","","The University must provide 60 days advance notice of plant closings or mass layoffs to affected workers (whether hourly or salaried, including managers or supervisors) or their representatives (i.e. labor union).

 	Notice also must be given to the state dislocated worker unit and the appropriate unit of local government.

 	Failure to comply may result in liability to each aggrieved employee for back pay and benefits for the period of violation up to 60 days, and $500 for each day of violation for failing to notify the unit of local govt.","",Human Resources,federal,t,,,2014-01-26 00:00:00,,,,"",https://www.dol.gov,Department of Labor,"","","","","","","","",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4807,REG-1741277038571,Family Educational Rights and Privacy Act (FERPA) of 2024,Civil Rights,20 U.S. Code § 1232g,"",FERPA protects the privacy of student education records. It gives parents certain rights with respect to their children's education records.,Educational institutions must have written permission from parents or eligible students to release any information from a student's education record. They must also provide parents and eligible students the right to inspect and review the student's education records.,Civil Rights,federal,t,,,2025-03-06 16:03:58.571,2025-03-06 16:03:58.571,2026-03-06 16:03:58.571,,"",https://www2.ed.gov/policy/gen/guid/fpco/ferpa/index.html,U.S. Department of Education,"",Family Policy Compliance Office,"","","","",,"",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4819,REG-1741278256766,"Equal Employment Opportunity in Apprenticeship and Training, Final Rule",Civil Rights,DOL-2024-001,"",This regulation aims to ensure equal employment opportunities in apprenticeship and training programs.,Educational institutions must comply with non-discrimination and equal opportunity requirements in their apprenticeship and training programs.,Civil Rights,federal,t,,,2025-03-06 16:24:16.766,2025-03-06 16:24:16.766,2026-03-06 16:24:16.766,,"",https://www.dol.gov/agencies/eta/apprenticeship,U.S. Department of Labor,"",Employment and Training Administration,"","","","",,"",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4716,REG4219,Native American Graves Protection and Repatriation Act (NAGPRA),Research,25 U.S.C. 32,4220,"<li style=""list-style-type: none;"">

 	Requires federal agencies and institutions that receive federal funding to repatriate or transfer human remains, funerary objects, sacred objects, and objects of cultural patrimony to lineal descendants, Native American tribes and Native Hawaiian organizations.

 	Establishes procedures for the inadvertent discovery or planned excavation of Native American cultural items on federal or tribal lands.

 	Criminal enforcement codified at 18 U.S. Code § 1170.

Additional Information:
<li style=""list-style-type: none;"">

 	Requires federal agencies and institutions that receive federal funding to repatriate or transfer human remains, funerary objects, sacred objects, and objects of cultural patrimony to lineal descendants, Native American tribes and Native Hawaiian organizations.

 	Establishes procedures for the inadvertent discovery or planned excavation of Native American cultural items on federal or tribal lands.

 	Criminal enforcement codified at 18 U.S. Code § 1170.",No specific requirements provided,Research,federal,t,,,2025-03-06 14:30:44.058,,,,"",,,"","","","","","","","",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4713,REG2038,Export Administration Regulations,Research,Export Administration Regulations,1696,"The Export Administration Regulations (EAR) govern export of goods and services on the Commerce Control List (CCL).

 	Most research done at universities should be exempt from the EAR as long as the institution has not accepted restrictions on publication of results and thus falls under the fundamental research exclusion. ""Fundamental research"" means basic and applied research in science and engineering, the results of which ordinarily are published and shared broadly within the scientific community. The exemption for fundamental research is codified at 15 C.F.R. § 734.8.

Additional Information:
The Export Administration Regulations (EAR) govern export of goods and services on the Commerce Control List (CCL).

 	Most research done at universities should be exempt from the EAR as long as the institution has not accepted restrictions on publication of results and thus falls under the fundamental research exclusion. ""Fundamental research"" means basic and applied research in science and engineering, the results of which ordinarily are published and shared broadly within the scientific community. The exemption for fundamental research is codified at 15 C.F.R. § 734.8.

Additional Information:
Institutions engaged in federally-funded biomedical, behavioral, clinical, or other research in which identifiable, sensitive information is collected must take certain measures to protect the privacy of the subjects of such research.

 	Among other requirements, institutions must have written policies and procedures for addressing allegations of research misconduct that meet the requirements of this part and must respond to each allegation of research misconduct for which the institution is responsible under this part in a thorough, competent, objective and fair manner.

Additional Information:
These regulations describe standards to be followed by Institutions that apply for or receive research funding from PHS Awarding Components, including the National Institutes of Health (NIH), for grants, cooperative agreements, and research contracts. The 2011 revised regulations were written to increase accountability, add transparency, enhance regulatory compliance and effective Institutional management of Investigators’ financial conflicts of interest, and strengthen NIH’s compliance oversight. The primary goal is to promote objectivity by establishing standards that provide a reasonable expectation that the design, conduct, and reporting of research funded under PHS grants, cooperative agreements and contracts will be free from bias resulting from Investigator financial conflicts of interest.","No specific requirements provided

Additional Requirements:
No specific requirements provided

Additional Requirements:
No specific requirements provided",Research,federal,t,,,2025-03-06 14:30:44.751,,,,"",,,"","","","","","","","",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4717,REG2037,Protection of Human Subjects Regulations (Common Rule),Research,"","","Institutions must provide a written assurance application that they will comply with the Common Rule requirements. These requirements include written procedures for reporting to the institutional review board (IRB), institutional officials, and the department or agency head of unanticipated problems involving risks to subjects or serious or continuing non-compliance, and any suspension or termination of research.

 	Human subjects research must undergo review and be approved by the designated IRB.

 	With certain exceptions, investigators must obtain informed consent from any subject used for human subjects research. (Certain requirements regarding information that must be given to prospective subjects as part of the informed consent process take effect January 19, 2018.)

 	Effective January 19, 2020, U.S.-based institutions engaged in cooperative research must use a single IRB for that portion of the research that takes place within the U.S., with certain exceptions.","",Research,federal,t,,,2014-01-26 00:00:00,,,,"","",,"","","","","","","","",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4718,REG2039,Public Health Service Policies on Research Misconduct,Research,42 U.S.C. § 241,1696,"Institutions engaged in federally-funded biomedical, behavioral, clinical, or other research in which identifiable, sensitive information is collected must take certain measures to protect the privacy of the subjects of such research.

 	Among other requirements, institutions must have written policies and procedures for addressing allegations of research misconduct that meet the requirements of this part and must respond to each allegation of research misconduct for which the institution is responsible under this part in a thorough, competent, objective and fair manner.","",Research,federal,t,,,2014-01-26 00:00:00,,,,"","",,"","","","","","","","",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4719,REG3643,Responsibility of Applicants for Promoting Objectivity in Research for which PHS Funding is Sought,Research,"","","These regulations describe standards to be followed by Institutions that apply for or receive research funding from PHS Awarding Components, including the National Institutes of Health (NIH), for grants, cooperative agreements, and research contracts. The 2011 revised regulations were written to increase accountability, add transparency, enhance regulatory compliance and effective Institutional management of Investigators’ financial conflicts of interest, and strengthen NIH’s compliance oversight. The primary goal is to promote objectivity by establishing standards that provide a reasonable expectation that the design, conduct, and reporting of research funded under PHS grants, cooperative agreements and contracts will be free from bias resulting from Investigator financial conflicts of interest.","",Research,federal,t,,,2020-03-02 00:00:00,,,,"","",,"","","","","","","","",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4720,REG1977,Small Unmanned Aircraft Systems,Research,"","","Institutions are permitted to use small unmanned aircraft systems (UAS) in the National Airspace System for purposes that include research and development and educational/academic uses, provided that the institution follows operation and certification requirements.
An uncertified person, such as a student, may manipulate the controls of a small UAS, provided that: (1) They are under the direct supervision of a certified remote pilot in command; and (2) the remote pilot in command is capable of taking over controls at any time during the flight.","",Research,federal,t,,,2017-03-21 00:00:00,,,,"","",,"","","","","","","","",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4722,REG1925,Employee Annuities,Retirement,26 U.S.C. § 403,1648,"If an annuity contract is purchased by an employer for an employee under a plan which meets the requirements of section 404(a)(2) (whether or not the employer deducts the amounts paid for the contract under such section), the amount actually distributed to any distributee under the contract shall be taxable to the distributee (in the year in which so distributed) under section 72 (relating to annuities).",Reporting by the last day of 7th month after end of plan year. An automatic extension of up to 2 months may be obtained by filing,Human Resources,federal,t,,,2014-01-26 00:00:00,,,,Reporting by the last day of 7th month after end of plan year. An automatic extension of up to 2 months may be obtained by filing,https://www.dol.gov,Department of Labor,"","","","","","",Reporting by the last day of 7th month after end of plan year. An automatic extension of up to 2 months may be obtained by filing,"",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4723,REG1926,Employee Retirement Income Security Act of 1974 (ERISA),Retirement,29 U.S.C. Chapter 18,1660,"Sets minimum standards for participation, vesting, benefit accrual and funding pension plans.

 	Requires employers to regularly provide participants with information about the plan including information about plan features and funding.

 	Requires accountability of plan fiduciaries and gives participants the right to sue for benefits and breaches of fiduciary duty.",The administrator of the University’s employee benefit plan must file,Human Resources,federal,t,,,2014-01-26 00:00:00,,,,The administrator of the University’s employee benefit plan must file,https://www.dol.gov,Department of Labor,"","","","","","",The administrator of the University’s employee benefit plan must file,"",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4724,REG1927,Nonqualified Deferred Inclusion,Retirement,26 U.S.C. § 409A,1649,"If at any time during a taxable year a nonqualified deferred compensation plan (I) fails to meet the distribution, acceleration, and election requirements of 26 U.S.C. § 409A(a) paragraphs (2), (3), and (4), or (II) is not operated in accordance with such requirements, all compensation deferred under the plan for the taxable year and all preceding tax able years shall be includible in gross income for the taxable year to the extent not subject to a substantial risk of forfeiture and not previously included in gross income.",Reporting due by the last day of 7th month after end of plan year. An automatic extension of up to 2 months may be obtained by filing,Human Resources,federal,t,,,2014-01-26 00:00:00,,,,Reporting due by the last day of 7th month after end of plan year. An automatic extension of up to 2 months may be obtained by filing,https://www.dol.gov,Department of Labor,"","","","","","",Reporting due by the last day of 7th month after end of plan year. An automatic extension of up to 2 months may be obtained by filing,"",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4809,REG-1741277043984,Occupational Safety and Health Act of 1970,Safety,29 U.S.C. 651 et seq.,"",The Occupational Safety and Health Act of 1970 is a federal law that ensures safe and healthful working conditions for employees.,Employers must provide a workplace free from recognized hazards that are causing or are likely to cause death or serious physical harm to employees. They must also comply with occupational safety and health standards set by the Occupational Safety and Health Administration (OSHA).,Campus Safety,federal,t,,,2025-03-06 16:04:03.984,2025-03-06 16:04:03.984,2026-03-06 16:04:03.984,,"",https://www.osha.gov/,Occupational Safety and Health Administration,"",Department of Labor,"","","","",,"",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4820,REG-1741278258920,"Equal Employment Opportunity in Apprenticeship and Training, Final Rule",Civil Rights,DOL-2024-002,"",This regulation aims to ensure equal employment opportunities in apprenticeship and training programs.,"Educational institutions must comply with non-discrimination requirements, provide equal opportunities for all individuals, and maintain records of apprenticeship and training programs.",Civil Rights,federal,t,,,2025-03-06 16:24:18.92,2025-03-06 16:24:18.92,2026-03-06 16:24:18.92,,"",https://www.dol.gov/agencies/eta/apprenticeship,U.S. Department of Labor,"",Employment and Training Administration,"","","","",,"",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4726,REG2040,Campus Sex Crimes Prevention Act (§ 1601 of the Victims of Trafficking and Violence Protection Act of 2000),Sexual Misconduct,Public Law No. 106-386 (Title VI),1753,"The Campus Sex Crimes Prevention Act requires sex offenders, who must register under state law, to provide notice of enrollment or employment at any institution of higher education (IHE) in that state where the offender resides, as well as notice of each change of enrollment or employment status at the IHE. In turn, this information will be made available by the state authorities to the local law enforcement agency that has jurisdiction where the IHE is located.",Institution must issue a statement advising the campus community on where information concerning registered sex offenders can be obtained. Notification may be accomplished by adding the statement to the Annual Security Report required by the Campus Security Act. Suggested deadline of October 1st of each year to coincide with the Annual Security Report.,Campus Safety,federal,t,,,2014-01-26 00:00:00,,,,Institution must issue a statement advising the campus community on where information concerning registered sex offenders can be obtained. Notification may be accomplished by adding the statement to the Annual Security Report required by the Campus Security Act. Suggested deadline of October 1st of each year to coincide with the Annual Security Report.,https://www.ed.gov,Department of Education,"","","","","","",Institution must issue a statement advising the campus community on where information concerning registered sex offenders can be obtained. Notification may be accomplished by adding the statement to the Annual Security Report required by the Campus Security Act. Suggested deadline of October 1st of each year to coincide with the Annual Security Report.,"",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4728,REG2042,Title IX of the Education Amendment of 1972,Sexual Misconduct,20 U.S.C. §§ 1681-1688,1633,"Prohibits discrimination on the basis of sex in education programs or activities receiving federal financial assistance including employment.

 	Title IX protects students from sexual harassment in educational programs or activities operated by recipients of federal funding. The protection against sexual harassment derives from the general prohibitions against sex discrimination contained in the Title IX common rule.

 	ED regulations define sexual harassment, including sexual assault, as unlawful sex discrimination and set forth obligations colleges and universities must meet when responding to reports of sexual harassment.

 	Any grievance records relating to a Title IX violation or complaint must be retained for the period of time cited in state law for personal injury actions. Under ED regulations governing sexual harassment, grievance records relating to a Title IX violation or complaint must be retained for seven years.

 	<li style=""list-style-type: none;"">","",Academic Programs,federal,t,,,2021-08-14 00:00:00,,,,"",https://www.ed.gov,Department of Education,"","","","","","","","",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4729,REG2043,Title VII of the Civil Rights Act of 1964,Sexual Misconduct,42 U.S.C. §§ 2000e-2000e-17,1706,"Title VII prohibits discrimination in hiring, firing, training, promotion, discipline, or other workplace decisions on the basis of an employee or applicant's race, color, sex, national origin, or religion.

 	Sexual harassment is also prohibited under this law.","",Campus Safety,federal,t,,,2014-01-26 00:00:00,,,,"",https://www.ed.gov,Department of Education,"","","","","","","","",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4762,REG-1741205639642,Regulation ID TEST-123,Data Privacy and Protection,DPA 2023 §5301,"","Regulation ID TEST-123 establishes stringent guidelines for the collection, storage, and management of personal data by organizations to enhance privacy protection. It mandates comprehensive data management practices and imposes penalties for non-compliance, aiming to safeguard individuals' privacy rights.","{""Organizations must obtain explicit consent from individuals before collecting personal data."",""Data must be encrypted during transmission and storage."",""A data protection officer must be appointed if the organization processes large volumes of sensitive data."",""Regular audits must be conducted to ensure compliance with the regulation.""}",Data Protection,federal,t,,,2025-03-05 20:13:59.642,2025-03-05 20:13:59.642,2026-03-05 20:13:59.642,,"",https://www.dataprotectionagency.gov,Data Protection Agency,"",Department of Data Security,"","","","",,"",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4730,REG1958,Byrd Amendment,Tax,31 U.S.C. § 1352,1675,"Requires disclosure of lobbying activities when receiving federal contracts, grants, loans or cooperative agreements.","Requires certification and disclosure with each submission for consideration of a federal contract, grant or cooperative agreement exceeding $100,000 or an award of a federal loan or commitment providing for the U.S. to insure or guarantee a loan exceeding $150,000.

Federal contractors, grantees and those receiving federal loans and cooperative agreements must also report lobbying expenditures from non-federal sources which they used to obtain such federal program monies or contracts.",Finance,federal,t,,,2014-01-26 00:00:00,,,,"Requires certification and disclosure with each submission for consideration of a federal contract, grant or cooperative agreement exceeding $100,000 or an award of a federal loan or commitment providing for the U.S. to insure or guarantee a loan exceeding $150,000.

Federal contractors, grantees and those receiving federal loans and cooperative agreements must also report lobbying expenditures from non-federal sources which they used to obtain such federal program monies or contracts.","",,"","","","","","","Requires certification and disclosure with each submission for consideration of a federal contract, grant or cooperative agreement exceeding $100,000 or an award of a federal loan or commitment providing for the U.S. to insure or guarantee a loan exceeding $150,000.

Federal contractors, grantees and those receiving federal loans and cooperative agreements must also report lobbying expenditures from non-federal sources which they used to obtain such federal program monies or contracts.","",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4732,REG2044,Charitable Gift Annuity Antitrust Relief Act,Tax,15 U.S.C. § 37,"1586,1741",Exempts IRC § 501(c)(3) organizations from liability under federal antitrust laws for using or agreeing to use uniform rates in issuing gift annuities.,"",Finance,federal,t,,,2014-01-26 00:00:00,,,,"","",,"","","","","","","","",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4733,REG1960,Deferred Compensation,Tax,"","","Any amount of compensation deferred under an eligible deferred compensation plan, and any income attributable to the amounts so deferred, shall be includible in gross income only for the taxable year in which such compensation or other income.",Reporting due by the Administrator by the last day of 7th month after end of plan year. An automatic extension of up to 2 months may be obtained by filing Form 5558 with the IRS before the return/report’s regular due date.,Finance,federal,t,,,2014-01-26 00:00:00,,,,Reporting due by the Administrator by the last day of 7th month after end of plan year. An automatic extension of up to 2 months may be obtained by filing Form 5558 with the IRS before the return/report’s regular due date.,"",,"","","","","","",Reporting due by the Administrator by the last day of 7th month after end of plan year. An automatic extension of up to 2 months may be obtained by filing Form 5558 with the IRS before the return/report’s regular due date.,"",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4734,REG1961,Employee Annuities,Tax,26 U.S.C. § 403,1648,"If an annuity contract is purchased by an employer for an employee under a plan which meets the requirements of section 404(a)(2) (whether or not the employer deducts the amounts paid for the contract under such section), the amount actually distributed to any distributee under the contract shall be taxable to the distributee (in the year in which so distributed) under section 72 (relating to annuities).",Reporting due by the Administrator by the last day of 7th month after end of plan year. An automatic extension of up to 2 months may be obtained by filing Form 5558 with the IRS before the return/report’s regular due date.,Finance,federal,t,,,2014-01-26 00:00:00,,,,Reporting due by the Administrator by the last day of 7th month after end of plan year. An automatic extension of up to 2 months may be obtained by filing Form 5558 with the IRS before the return/report’s regular due date.,"",,"","","","","","",Reporting due by the Administrator by the last day of 7th month after end of plan year. An automatic extension of up to 2 months may be obtained by filing Form 5558 with the IRS before the return/report’s regular due date.,"",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
